id,authorized_flag,purchase_date,card_id,merchant_id,item_category,purchase_amount,signature_provided,product_title,first_active_month_parsed,reward_program,cardholder_fico_score,cardholder_age,merchant_category_id,merchant_subsector,merchant_latitude,merchant_longitude
6688,1,2017-01-16,C_ID_e2aed438c1,M_ID_9ecebea32d,A,212.389999,0,Motives Dual Blending Sponge,2014-03-01T00:00:00.000Z,cash_back,711,20,40,beauty & personal care,38.102,-104.751
6977,1,2017-01-17,C_ID_e80bdd2547,M_ID_9ece415af1,A,170.809998,0,"Men's Union 'Logan' Cargo Shorts, Size 32 - Blue",2014-11-01T00:00:00.000Z,dining_entertainment,389,38,774,retail apparel,38.659,-77.786
10035,0,2017-01-24,C_ID_eb762d8474,M_ID_9ed824aed2,D,315.23999,0,Men's Adidas Intense Touch by Adidas Eau de Toilette Spray - 3.4 oz,2016-08-01T00:00:00.000Z,cash_back,398,23,130,luxury goods,40.97,-90.97
5365,1,2017-01-13,C_ID_ff02437a9e,M_ID_9ef2e8b089,A,250.910004,0,Transparent Case + Solid Silicone Gummy Protector Cover for iPhone 4 4S,2016-12-01T00:00:00.000Z,cash_back,838,38,518,consumer electronics,41.902,-86.565
4393,1,2017-01-10,C_ID_9d237e4d8f,M_ID_9ef4e16b15,C,11.9300003,0,,2016-02-01T00:00:00.000Z,cash_back,600,44,661,internet,43.574,-96.459
6497,1,2017-01-16,C_ID_d18a9234a2,M_ID_9f09cc1f18,B,15.8299999,1,,2016-11-01T00:00:00.000Z,cash_back,339,55,119,insurance,39.735,-92.38
9463,0,2017-01-23,C_ID_4146d2a377,M_ID_9f83e4de3e,D,178.830002,0,,2015-08-01T00:00:00.000Z,cash_back,308,38,108,gas,45.045,-108.422
10049,1,2017-01-24,C_ID_470e7942c8,M_ID_9f30101e03,A,27.9799995,1,New Luxury DIY 3D Home Modern Decoration Crystal Mirror Quartz Wall Clock Gift,2016-11-01T00:00:00.000Z,cash_back,418,26,367,carpentry,43.522,-111.595
7688,0,2017-01-19,C_ID_5a6c00ffd0,M_ID_9f30c98a0e,D,18.3500004,0,Fossil Women's ES3227 Georgia Goldtone Watch,2017-01-01T00:00:00.000Z,cash_back,811,32,130,luxury goods,46.491,-68.151
3961,1,2017-01-09,C_ID_2d3b1b8122,M_ID_9f3e96f9cb,A,127.480003,0,,2016-12-01T00:00:00.000Z,cash_back,548,36,661,internet,47.945,-118.06
10885,1,2017-01-26,C_ID_f223d58593,M_ID_9f556e166f,D,546.570007,0,D-Epoch Hometex Inc Ancient Coin Quilt Mini Set: Full/Queen Quilt Set Latte - Bedspreads,2016-11-01T00:00:00.000Z,cash_back,447,18,412,hotel,35.393,-103.628
2471,1,2017-01-05,C_ID_a2b8beb12c,M_ID_9f7b00e231,D,77.5699997,0,Renogy Premium Solar Panel Kit 300W with 3 100W Mono Solar Pan/ 20' Ad Kit/ 40A MPPT Chg Cont/ Z Bracket,2016-08-01T00:00:00.000Z,cash_back,385,34,63,consumer electronics,43.095,-111.444
8356,0,2017-01-20,C_ID_522a7b8243,M_ID_9f7b00e231,A,458.609985,0,Mini Projector 1080P HD Multimedia LED TV VGA HDMI USB For Home Theater Cinema,2016-11-01T00:00:00.000Z,cash_back,463,60,63,consumer electronics,43.095,-111.444
9497,1,2017-01-23,C_ID_9057a8dee3,M_ID_9f6dc9fe20,B,30.9799995,0,Hanging Brass Glass Chandelier Foyer Lantern Ceiling Light Electric Candle Lamp,2016-04-01T00:00:00.000Z,dining_entertainment,809,21,299,luxury goods,44.469,-96.704
7814,1,2017-01-19,C_ID_ef08d1ddaf,M_ID_9f83e4de3e,A,421.160004,1,,2017-01-01T00:00:00.000Z,cash_back,649,99,108,gas,45.045,-108.422
9402,1,2017-01-23,C_ID_b65f2c70b2,M_ID_9f80224f6f,A,42.2599983,0,Surya Stripe & Solid Color Decorative Pillows Navy 22x22 Poly Fill,2016-10-01T00:00:00.000Z,cash_back,721,59,367,carpentry,38.499,-77.611
3567,1,2017-01-08,C_ID_7ec444d981,M_ID_9f92cc2efd,B,15.9399996,0,,2016-04-01T00:00:00.000Z,dining_entertainment,383,22,248,internet,36.303,-90.071
3908,1,2017-01-09,C_ID_b550ef62da,M_ID_9f92cc2efd,D,12.3299999,0,,2013-12-01T00:00:00.000Z,dining_entertainment,305,27,248,internet,36.303,-90.071
2429,1,2017-01-05,C_ID_9ffa71a053,M_ID_9f8cf57444,C,247.460007,0,2x LCD Screen Cover Protector Film w/ Cloth Wipe SAMSUNG N900A/V Galaxy Note 3,2014-05-01T00:00:00.000Z,travel,843,65,834,consumer electronics,42.918,-115.749
10742,1,2017-01-26,C_ID_4f5b645490,M_ID_9f99319e38,B,304.519989,0,Estee Lauder DayWear Advanced Multi-Protection Creme,2016-11-01T00:00:00.000Z,cash_back,730,25,356,beauty & personal care,31.527,-86.469
4289,1,2017-01-10,C_ID_401518d1bb,M_ID_9f9d0f60fe,B,360.950012,0,INSTEN Anti-glare Matte Screen Protector for Samsung Galaxy Tab 4 10.1 T530,2016-08-01T00:00:00.000Z,cash_back,489,20,63,consumer electronics,36.503,-106.521
7304,1,2017-01-18,C_ID_2f269f6a64,M_ID_9fa4fa0b8d,D,623.200012,0,Red Carpet Manicure LED Gel Polish - Toast of the Town,2016-12-01T00:00:00.000Z,travel,719,20,40,beauty & personal care,33.159,-104.624
1450,1,2017-01-03,C_ID_ea835903c7,M_ID_9fa541c3e3,A,374.140015,0,Oakley Flak 2.0 XL Iridium Polarized Sunglasses,2016-12-01T00:00:00.000Z,dining_entertainment,806,45,401,luxury goods,33.807,-98.157
6171,1,2017-01-15,C_ID_4900a8a22a,M_ID_9fadabc669,D,16.75,0,Set of 2 Pale Blue-Green Ceramic Pillar Candle Holders with Polished Aluminum Accents,2016-07-01T00:00:00.000Z,cash_back,699,49,130,luxury goods,45.29,-115.532
3406,1,2017-01-08,C_ID_1407f7911e,M_ID_9ffcba69cd,D,147.220001,0,Bloem Modica Exotica Bowl Planter,2013-12-01T00:00:00.000Z,travel,734,74,842,restaurant/dining,45.253,-99.489
6746,1,2017-01-16,C_ID_a45fed0158,M_ID_9fc5f4882f,A,644.23999,0,,2016-12-01T00:00:00.000Z,travel,487,68,471,phone bill,30.327,-84.987
11607,1,2017-01-28,C_ID_f14e4fa30d,M_ID_a00ea410f5,D,18.3500004,1,Super Monkey Ball: Banana Blitz (Wii),2012-12-01T00:00:00.000Z,travel,441,95,307,entertainment,34.975,-113.549
3849,1,2017-01-09,C_ID_65e3e28a3d,M_ID_9fd2e63cd2,D,34.4000015,1,"Freshware 30-cavity Silicone Chocolate, Jelly and Candy Mold",2016-06-01T00:00:00.000Z,cash_back,825,29,705,groceries,33.237,-98.495
6705,1,2017-01-16,C_ID_65e3e28a3d,M_ID_9fd2e63cd2,D,12.5699997,0,Delicious Dead Zombie Chocolate Mold,2016-06-01T00:00:00.000Z,cash_back,825,29,705,groceries,33.237,-98.495
9177,1,2017-01-22,C_ID_b899f3c9d9,M_ID_9ff5c51d2c,B,99.75,0,Mirro 16 Qt. Pressure Cooker Canner,2017-01-01T00:00:00.000Z,dining_entertainment,366,57,80,restaurant/dining,45.636,-107.103
3078,1,2017-01-07,C_ID_23e167a3d8,M_ID_9fe77a9cd5,D,140.759995,0,Automatic Rice Cooker & Warmer 10 cups,2016-11-01T00:00:00.000Z,travel,363,84,427,consumer electronics,39.642,-87.162
4649,1,2017-01-11,C_ID_15ce83ce8c,M_ID_a002de04df,D,444.970001,1,Madison Park Signature Waverly 3-Piece Coverlet Set,2016-06-01T00:00:00.000Z,travel,352,97,45,hotel,37.605,-120.119
9763,1,2017-01-24,C_ID_19876acf53,M_ID_a0088fc8c5,A,287.119995,0,Accell GreenGenius 8 Outlet Smart Surge Protector,2016-11-01T00:00:00.000Z,dining_entertainment,643,66,531,consumer electronics,36.531,-78.703
12841,1,2017-01-31,C_ID_8f2110e34b,M_ID_a06fbf229f,D,45.4700012,0,,2016-12-01T00:00:00.000Z,travel,678,50,19,real estate investments,44.336,-114.124
10870,1,2017-01-26,C_ID_6b5c16db68,M_ID_a0190241d9,A,362.769989,0,Insten Zebra Skin Case Tropical Teal TUFF Hybrid Phone Case Cover For APPLE iPhone 4 4S,2015-10-01T00:00:00.000Z,cash_back,688,18,369,consumer electronics,41.835,-104.997
5184,1,2017-01-12,C_ID_4bc38fe2e5,M_ID_a025eee766,D,122.550003,0,"Ematic Genesis 7 Google Android 4.0 Multimedia Tablet w/ Front Web Cam & Wi-Fi""",2016-03-01T00:00:00.000Z,dining_entertainment,641,90,357,consumer electronics,31.647,-102.956
5071,1,2017-01-12,C_ID_7d40791692,M_ID_a027a016bf,D,66.7699966,0,,2016-12-01T00:00:00.000Z,dining_entertainment,471,58,560,gas,47.215,-124.149
2786,1,2017-01-06,C_ID_a468dbfc50,M_ID_a02a7679fa,D,322.630005,0,,2016-12-01T00:00:00.000Z,cash_back,312,22,437,phone bill,28.349,-99.904
6602,1,2017-01-16,C_ID_6fba0fb24b,M_ID_a04aed44ca,D,89.1399994,0,Freshware Brown 15-cavity Round Chocolate and Candy Silicone Mold,2016-09-01T00:00:00.000Z,cash_back,785,25,705,groceries,43.289,-95.345
12718,1,2017-01-31,C_ID_4b423aaee2,M_ID_a05ba98e1c,D,194.75,1,Rck Bella Women's 'Malo-9' Furry Mid-calf Boots,2016-10-01T00:00:00.000Z,cash_back,515,58,607,retail apparel,48.416,-122.18
3897,1,2017-01-09,C_ID_eaa139fa10,M_ID_a064ba1721,D,178.830002,0,BNF Home Faux Fur Ribbon Embroidered 3-piece Bedspread Set,2017-01-01T00:00:00.000Z,cash_back,694,52,45,hotel,34.892,-80.373
3997,1,2017-01-09,C_ID_b17f78e7b6,M_ID_a06d6a3509,A,163.190002,0,INSTEN Anti-glare Screen Protector for Samsung Galaxy Tab Pro 8.4,2016-05-01T00:00:00.000Z,travel,639,49,417,consumer electronics,46.337,-102.379
1199,1,2017-01-02,C_ID_57645cac48,M_ID_a08b6bf420,D,247.869995,0,"L'Oreal Advanced RevitaLift Complete Day Cream, Anti-Wrinkle & Firming Eye Cream, .5 oz",2016-06-01T00:00:00.000Z,dining_entertainment,349,25,222,beauty & personal care,33.591,-94.653
5993,1,2017-01-14,C_ID_a6c1a2a2f1,M_ID_a08b92e100,D,24.6100006,1,,2016-05-01T00:00:00.000Z,dining_entertainment,386,39,683,gas,33.024,-104.367
3470,1,2017-01-08,C_ID_e7385f6655,M_ID_a08fe74b06,D,159.539993,0,,2015-12-01T00:00:00.000Z,travel,668,49,661,internet,31.866,-95.304
9282,1,2017-01-23,C_ID_d3df382ce8,M_ID_a08fe74b06,B,54.0299988,0,,2017-01-01T00:00:00.000Z,dining_entertainment,575,60,661,internet,31.866,-95.304
10320,1,2017-01-25,C_ID_19eb417726,M_ID_a08fe74b06,D,850.049988,0,,2016-12-01T00:00:00.000Z,cash_back,834,37,661,internet,31.866,-95.304
3428,1,2017-01-08,C_ID_4d87e8a8f6,M_ID_a08fe74b06,D,18.3199997,0,,2014-12-01T00:00:00.000Z,dining_entertainment,378,59,661,internet,31.866,-95.304
9543,1,2017-01-23,C_ID_e7385f6655,M_ID_a08fe74b06,B,64.4700012,0,,2015-12-01T00:00:00.000Z,travel,668,49,661,internet,31.866,-95.304
12830,1,2017-01-31,C_ID_6b64e54749,M_ID_a08fe74b06,B,24.6399994,0,,2017-01-01T00:00:00.000Z,dining_entertainment,623,42,661,internet,31.866,-95.304
12844,1,2017-01-31,C_ID_e361a46625,M_ID_a08fe74b06,C,254.279999,0,,2016-12-01T00:00:00.000Z,travel,749,76,661,internet,31.866,-95.304
3070,1,2017-01-07,C_ID_eecb4a2a73,M_ID_a08fe74b06,C,662.369995,0,,2016-07-01T00:00:00.000Z,cash_back,771,23,661,internet,31.866,-95.304
5602,1,2017-01-13,C_ID_0b9c3ae846,M_ID_a08fe74b06,D,47.0299988,0,,2016-09-01T00:00:00.000Z,travel,513,77,661,internet,31.866,-95.304
2722,1,2017-01-06,C_ID_87d9c92ad7,M_ID_a092dbc3d6,B,235.639999,0,"Carson Ic-518 Hook upz(tm) Iphone 4, 4s & 5 Adapter For 7x18mm Closeup(tm) Monocular",2015-08-01T00:00:00.000Z,cash_back,335,33,884,consumer electronics,43.911,-84.583
12465,1,2017-01-30,C_ID_56d6a1ab0e,M_ID_a098a48ada,D,82.5400009,0,The Hobbit: The Desolation of Smaug Extended Version (Blu-ray Digital HD),2016-04-01T00:00:00.000Z,dining_entertainment,589,98,307,entertainment,43.854,-108.138
2042,1,2017-01-04,C_ID_3abf4d25f7,M_ID_a0a0c485b5,A,114.639999,0,,2015-12-01T00:00:00.000Z,cash_back,318,71,195,gas,35.59,-95.81
1490,1,2017-01-03,C_ID_3dc3e843db,M_ID_a0a0c485b5,D,615.349976,0,,2016-06-01T00:00:00.000Z,dining_entertainment,675,48,195,gas,35.59,-95.81
10732,1,2017-01-26,C_ID_3abf4d25f7,M_ID_a0a0c485b5,C,53.5,0,,2015-12-01T00:00:00.000Z,cash_back,318,71,195,gas,35.59,-95.81
7937,1,2017-01-19,C_ID_75b143aeb4,M_ID_a0a1ff57cf,A,23.9699993,0,"Freshware 30-cavity Silicone Chocolate, Candy, and Peanut Butter Cup Mold",2015-12-01T00:00:00.000Z,cash_back,711,26,705,groceries,38.515,-118.162
5315,1,2017-01-13,C_ID_c875df6708,M_ID_a0ac7755fa,A,42.2299995,0,,2016-07-01T00:00:00.000Z,cash_back,627,27,179,internet,45.221,-85.568
2107,1,2017-01-04,C_ID_34f38d2381,M_ID_a0ac7755fa,A,254.740005,0,,2016-04-01T00:00:00.000Z,travel,604,19,179,internet,45.221,-85.568
2878,1,2017-01-06,C_ID_98fc29822a,M_ID_a0ac7755fa,D,67.9199982,1,,2016-12-01T00:00:00.000Z,cash_back,832,20,179,internet,45.221,-85.568
3154,1,2017-01-07,C_ID_bb938955a9,M_ID_a0ac7755fa,B,62.0999985,0,,2016-11-01T00:00:00.000Z,travel,589,84,179,internet,45.221,-85.568
10554,1,2017-01-26,C_ID_e601c0e8ae,M_ID_a0ac7755fa,C,62.8400002,0,,2017-01-01T00:00:00.000Z,cash_back,572,42,179,internet,45.221,-85.568
2585,1,2017-01-06,C_ID_ca444a0708,M_ID_a0b3d47c80,C,982.159973,0,,2016-10-01T00:00:00.000Z,cash_back,564,92,333,insurance,43.155,-93.968
6927,1,2017-01-17,C_ID_991cd837a1,M_ID_a0b3d47c80,C,484.609985,0,,2016-12-01T00:00:00.000Z,cash_back,716,28,333,insurance,43.155,-93.968
11601,1,2017-01-28,C_ID_e207a80d84,M_ID_a0b5626343,A,21.5599995,1,,2017-01-01T00:00:00.000Z,dining_entertainment,849,75,683,gas,45.604,-85.077
9787,1,2017-01-24,C_ID_05b68430c3,M_ID_a0b689e4e7,D,795.22998,0,,2016-07-01T00:00:00.000Z,travel,633,80,298,insurance,30.758,-88.405
11916,0,2017-01-29,C_ID_ac04919efc,M_ID_a0b993e441,D,34.4000015,1,"Voltaic Systems Fuse 6W Solar Charger for Tablets and Handheld Devices, 4000mAh/15Wh Battery Capacity, 5V/1000mA Battery Output, Silver",2015-10-01T00:00:00.000Z,cash_back,654,49,289,consumer electronics,37.312,-92.612
9306,1,2017-01-23,C_ID_1becaad37f,M_ID_a0c3a2e434,C,1831.81006,0,,2016-01-01T00:00:00.000Z,dining_entertainment,843,31,225,real estate services,45.018,-69.424
6149,1,2017-01-14,C_ID_651d172f24,M_ID_a0d071ca42,D,50.4500008,1,,2016-11-01T00:00:00.000Z,travel,353,63,554,tobacco,31.006,-84.692
8423,1,2017-01-20,C_ID_56965facef,M_ID_a0ca5ad907,C,33.4500008,0,"Freshware Brown 16-Cavity Christmas Tree, Ornament and Star Chocolate, Candy and Clay Silicone Mold",2016-05-01T00:00:00.000Z,travel,824,59,705,groceries,47.655,-105.729
4118,1,2017-01-10,C_ID_54a16b1ac4,M_ID_a0d0ac6076,B,24.7700005,0,,2015-01-01T00:00:00.000Z,dining_entertainment,334,52,683,gas,35.409,-117.7
9952,1,2017-01-24,C_ID_a7abaf900c,M_ID_a0eddfc3f2,B,278.670013,0,Bluetooth Speaker Wireless Mini Portable Super Bass Stereo For iPhone Samsung,2016-09-01T00:00:00.000Z,cash_back,452,54,889,consumer electronics,45.151,-117.71
7380,1,2017-01-18,C_ID_fdeeb28fc3,M_ID_a10b42f7ea,D,10.0100002,0,Vanilla Sugar~HUGE 1.25oz Rollon Roll on Perfume Body Oil Fragrance Scented,2016-10-01T00:00:00.000Z,travel,513,39,457,luxury goods,43.541,-77.071
9822,1,2017-01-24,C_ID_fdeeb28fc3,M_ID_a10b42f7ea,A,10.0100002,0,Fossil Women's ES3380 Decker Rosetone Watch,2016-10-01T00:00:00.000Z,travel,513,39,457,luxury goods,43.541,-77.071
4748,1,2017-01-11,C_ID_a859e7f1dc,M_ID_a110d99c59,B,35.1100006,0,Anton II Storage Ottoman with Reversible Tray,2016-04-01T00:00:00.000Z,dining_entertainment,380,25,367,carpentry,36.622,-118.238
7402,1,2017-01-18,C_ID_b43cd8401b,M_ID_a1117d057f,D,178.610001,0,,2016-10-01T00:00:00.000Z,travel,787,55,796,insurance,40.701,-99.114
7914,1,2017-01-19,C_ID_4fe4cbabda,M_ID_a113445fd0,D,94.9800034,0,Duck Dynasty SI Duck Pet Toys,2016-10-01T00:00:00.000Z,cash_back,761,54,307,entertainment,26.176,-81.507
3800,1,2017-01-09,C_ID_57292959b4,M_ID_a113e8e293,B,36.8100014,0,Cuisinart DCC-1100PK Pink 12-cup Programmable Coffeemaker,2016-05-01T00:00:00.000Z,travel,817,38,278,restaurant/dining,44.702,-107.361
1258,1,2017-01-02,C_ID_dfa9d69edc,M_ID_a12293fac4,C,96.9899979,1,"NEW IN BOX Makita LC01Z 12V max Lithium-Ion Cordless Vacuum, Tool Only",2016-10-01T00:00:00.000Z,travel,434,56,278,restaurant/dining,28.537,-96.654
3244,1,2017-01-07,C_ID_88a7c0f97a,M_ID_a131ee4257,C,68.9000015,1,"WORLD KITCHEN, INC. Pyrex 12 piece bakeware set - WORLD KITCHEN, INC.",2016-10-01T00:00:00.000Z,cash_back,676,24,80,restaurant/dining,45.93,-87.66
2875,1,2017-01-06,C_ID_2becc2d1f4,M_ID_a13cf78c82,B,307.329987,1,Duck Dynasty USA Bandana,2016-05-01T00:00:00.000Z,dining_entertainment,353,44,307,entertainment,38.603,-81.181
6817,1,2017-01-16,C_ID_305995af92,M_ID_a1877b594d,B,15.1400003,0,,2016-12-01T00:00:00.000Z,dining_entertainment,633,61,108,gas,38.615,-89.11
8384,0,2017-01-20,C_ID_69f331857d,M_ID_a15a917238,C,1071.34998,0,,2016-12-01T00:00:00.000Z,dining_entertainment,576,22,298,insurance,36.216,-76.783
1176,1,2017-01-02,C_ID_93fc315b15,M_ID_a16b37f080,A,65.8399963,0,Men's Deep Energy & Dynamic Pulse by Adidas Gift Set - 2 pc,2015-05-01T00:00:00.000Z,cash_back,842,47,130,luxury goods,44.633,-70.365
11681,0,2017-01-28,C_ID_e8750a839b,M_ID_a1877b594d,A,50.4500008,0,,2017-01-01T00:00:00.000Z,cash_back,725,84,108,gas,38.615,-89.11
3026,1,2017-01-07,C_ID_9c3c7fc9de,M_ID_a176c6be86,D,49.3199997,0,Pepper's Unisex 'Delta' Polarized Sunglasses,2016-09-01T00:00:00.000Z,cash_back,755,22,457,luxury goods,37.416,-94.032
2840,0,2017-01-06,C_ID_ccdc82b2cc,M_ID_a176c6be86,D,321.019989,0,Fossil Women's BQ1214 'Classic' Crystal Black Leather Watch,2016-05-01T00:00:00.000Z,travel,461,68,457,luxury goods,37.416,-94.032
10719,1,2017-01-26,C_ID_fb62ced78b,M_ID_a17a4b1f8c,A,184.809998,0,SpaRoom Aroma Mist Oil Diffuser - White (includes free Lavender Essential Oil),2016-06-01T00:00:00.000Z,cash_back,804,45,357,beauty & personal care,40.987,-88.292
12637,1,2017-01-31,C_ID_bf6a2d6343,M_ID_a1877de97e,C,95.8300018,0,Los Angeles Lakers Official Retractable Badge Holder,2017-01-01T00:00:00.000Z,dining_entertainment,705,19,299,luxury goods,39.857,-97.329
6437,1,2017-01-15,C_ID_272aa0597a,M_ID_a19f0683ea,C,363.600006,1,,2016-09-01T00:00:00.000Z,cash_back,707,22,119,insurance,41.056,-106.305
4849,1,2017-01-11,C_ID_272aa0597a,M_ID_a19f0683ea,A,1002.39001,1,,2016-09-01T00:00:00.000Z,cash_back,707,22,119,insurance,41.056,-106.305
1001,1,2017-01-01,C_ID_7aa87f8d62,M_ID_a1db5a120b,D,11.3699999,0,Black USB Wired Gamepad Controller Joypad Joystick For Xbox 360 PC Windows,2015-12-01T00:00:00.000Z,dining_entertainment,398,36,884,consumer electronics,41.251,-74.555
8225,1,2017-01-20,C_ID_ae7d90a391,M_ID_a1af960b73,A,33.7599983,0,Pyrex 4-Cup Round Storage,2016-11-01T00:00:00.000Z,dining_entertainment,835,53,80,restaurant/dining,38.434,-104.295
10125,1,2017-01-25,C_ID_a940b1c085,M_ID_a1b8cf5556,C,21.5599995,0,,2016-02-01T00:00:00.000Z,travel,409,21,705,gas,37.717,-86.45
9742,1,2017-01-24,C_ID_22fe018814,M_ID_a1c9c37177,C,50.4500008,0,Hobbit: An Unexpected Journey [Extended Edition] Blu-ray Region B,2016-06-01T00:00:00.000Z,dining_entertainment,481,33,705,entertainment,29.456,-98.444
4286,1,2017-01-10,C_ID_a1da09738b,M_ID_a1d1a8f52b,D,19.9599991,1,Forschner Victorinox Chef's Knife 8 Blade. Rosewood Handle,2016-10-01T00:00:00.000Z,cash_back,508,42,80,restaurant/dining,43.827,-120.559
3711,1,2017-01-09,C_ID_22c10219d1,M_ID_a1deec6788,C,50.4500008,0,Sand Ceremony Shadow Box - Heart Design,2017-01-01T00:00:00.000Z,cash_back,725,41,307,entertainment,32.933,-93.015
2874,1,2017-01-06,C_ID_22c10219d1,M_ID_a1deec6788,D,50.4500008,0,Wii - Super Monkey Ball: Step & Roll,2017-01-01T00:00:00.000Z,cash_back,725,41,307,entertainment,32.933,-93.015
1960,1,2017-01-04,C_ID_3a32c6eba5,M_ID_a1e1ee48e9,C,291.170013,0,,2016-04-01T00:00:00.000Z,cash_back,814,57,796,insurance,29.844,-90.664
2845,1,2017-01-06,C_ID_1bc65fb407,M_ID_a1f1676ce0,B,563.98999,0,,2016-10-01T00:00:00.000Z,dining_entertainment,408,53,818,semiconductors,44.174,-97.826
11605,1,2017-01-28,C_ID_4f0fca7995,M_ID_a272b8801b,C,120.529999,1,,2017-01-01T00:00:00.000Z,cash_back,315,46,360,gas,39.66,-80.766
12665,1,2017-01-31,C_ID_0b610c475e,M_ID_a272b8801b,C,135.229996,0,,2017-01-01T00:00:00.000Z,cash_back,430,90,360,gas,39.66,-80.766
5270,1,2017-01-13,C_ID_952fd7163b,M_ID_a201dd6723,D,495.399994,0,MUkitchen Bamboo Jacquard Cotton Towel,2016-08-01T00:00:00.000Z,cash_back,656,64,489,carpentry,35.796,-108.785
3669,1,2017-01-08,C_ID_934d1ff9e8,M_ID_a21c483243,D,185.25,0,Set of 4 XLG Camouflage Insulated Tumbler Cups with Lids & Straws 20oz.,2016-12-01T00:00:00.000Z,dining_entertainment,330,33,80,restaurant/dining,36.197,-101.873
12122,1,2017-01-29,C_ID_8c092ec793,M_ID_a225855c6f,D,342.529999,1,,2016-06-01T00:00:00.000Z,cash_back,625,68,683,gas,33.657,-105.313
4365,1,2017-01-10,C_ID_5d69708a14,M_ID_a230812d38,D,1607.13,1,Collections Etc Trellis Damask Chenille Bedspread,2017-01-01T00:00:00.000Z,cash_back,664,42,412,hotel,39.124,-117.529
1528,1,2017-01-03,C_ID_0213829725,M_ID_a2326af35c,C,52.3100014,0,,2016-08-01T00:00:00.000Z,dining_entertainment,546,68,108,gas,39.061,-118.495
3436,1,2017-01-08,C_ID_6318efc855,M_ID_a232f533af,D,22.1700001,1,,2016-08-01T00:00:00.000Z,travel,389,58,560,gas,40.624,-85.919
12305,1,2017-01-30,C_ID_aaf5e3d940,M_ID_a2477a188e,A,147.440002,0,DIY Stickers 3D Wall Clock Frameless Watches Modern Design Fashion Home Decor,2016-12-01T00:00:00.000Z,dining_entertainment,731,41,367,carpentry,35.839,-113.535
4555,1,2017-01-11,C_ID_e841de980c,M_ID_a248646e16,D,183.089996,0,,2016-12-01T00:00:00.000Z,cash_back,375,53,560,gas,47.619,-89.903
2648,1,2017-01-06,C_ID_ba67d987e9,M_ID_a2515f8d69,A,479.109985,0,,2016-06-01T00:00:00.000Z,travel,376,41,419,biotechnology,42.921,-118.151
5861,1,2017-01-14,C_ID_1cb0df70d5,M_ID_a2554af9ca,A,10.3299999,0,,2014-06-01T00:00:00.000Z,travel,615,64,695,gas,36.158,-114.346
10345,1,2017-01-25,C_ID_c26e4db6cb,M_ID_a259ed2df9,C,371.649994,1,Belkin MIXIT? Home Charger (5 Watt/1 Amp) - 5 W Output Power - 5 V DC Output Voltage - 1 A Output Current,2015-10-01T00:00:00.000Z,cash_back,668,38,422,consumer electronics,35.778,-89.736
1653,1,2017-01-03,C_ID_cbe5640b09,M_ID_a25aa9d837,D,21.5300007,0,HK767CA Full Tang Survival Knife With Fire Starter,2016-11-01T00:00:00.000Z,travel,418,35,278,restaurant/dining,45.1,-105.496
5178,1,2017-01-12,C_ID_7d6485eb06,M_ID_a275791cd2,B,74.9199982,0,,2016-10-01T00:00:00.000Z,dining_entertainment,316,33,108,gas,34.756,-80.552
10151,1,2017-01-25,C_ID_03f93526b8,M_ID_a2827ba680,A,121.989998,0,"Caron Pour Homme Eau de Toilette, 16.9 oz",2013-07-01T00:00:00.000Z,cash_back,389,22,130,luxury goods,37.134,-113.218
7841,1,2017-01-19,C_ID_f2935bdb0f,M_ID_a2827ba680,B,18.9400005,0,Gucci Guilty Black Women's 2.5-ounce Eau de Toilette Spray,2015-08-01T00:00:00.000Z,cash_back,351,77,130,luxury goods,37.134,-113.218
6409,1,2017-01-15,C_ID_ccb6bf6668,M_ID_a28f6f6c59,C,66.5,0,,2017-01-01T00:00:00.000Z,cash_back,632,88,631,tobacco,29.821,-101.058
1878,1,2017-01-04,C_ID_66aa6323b3,M_ID_a28fa10adb,B,82.5400009,0,,2017-01-01T00:00:00.000Z,cash_back,637,62,661,internet,37.931,-93.026
9507,1,2017-01-23,C_ID_cc6e3242e4,M_ID_a291c710e4,C,76.6399994,0,,2016-06-01T00:00:00.000Z,travel,759,62,755,internet,36.86,-101.578
11269,1,2017-01-27,C_ID_22d9061ca4,M_ID_a2a2fa89b2,C,10.3299999,0,Coleman New York Giants Logo Sleeping Bag - Youth,2016-01-01T00:00:00.000Z,dining_entertainment,324,50,36,gym,40.716,-105.113
2803,1,2017-01-06,C_ID_438aefd3aa,M_ID_a2a2cad5c4,A,182.850006,0,Kenmore 25.4 cu. ft. Side by Side Refrigerator Stainless Steel - 883049,2016-08-01T00:00:00.000Z,cash_back,701,72,422,consumer electronics,34.532,-107.247
6588,1,2017-01-16,C_ID_31e718474d,M_ID_a2a2fa89b2,D,287.869995,0,Ozark Trail 30F Climatech Mummy Sleeping Bag,2015-12-01T00:00:00.000Z,dining_entertainment,768,37,36,gym,40.716,-105.113
3662,1,2017-01-08,C_ID_15f90f1d10,M_ID_a2aa5d156c,D,88.0599976,0,"Freshware 30-cavity Silicone Chocolate, Jelly and Candy Mold",2015-08-01T00:00:00.000Z,cash_back,538,23,705,groceries,39.033,-79.934
4717,1,2017-01-11,C_ID_19a68ed3f6,M_ID_a2c60ccdb1,A,285.890015,0,,2016-12-01T00:00:00.000Z,cash_back,774,53,419,biotechnology,46.992,-112.79
